dataset,threshold,ranking,n_related_pairs,n_corpus,median_corpus_rank,median_shown_at_threshold,recall_at_5,chance_at_5,recall_at_10,chance_at_10,recall_at_25,chance_at_25,recall_at_50,chance_at_50,recall_at_100,chance_at_100,recall_at_250,chance_at_250,recall_at_1000,chance_at_1000
pilot_holdout,0.4,all corpus scales,1652,89082,2759.5,2401.0,0.009685230024213076,5.612806178577041e-05,0.01694915254237288,0.00011225612357154082,0.03268765133171913,0.0002806403089288521,0.05811138014527845,0.0005612806178577042,0.08958837772397095,0.0011225612357154083,0.14043583535108958,0.002806403089288521,0.2984261501210654,0.011225612357154083
pilot_holdout,0.4,excl. near-duplicates,1652,89082,2745.0,2401.0,0.012106537530266344,5.612806178577041e-05,0.020581113801452784,0.00011225612357154082,0.03571428571428571,0.0002806403089288521,0.059322033898305086,0.0005612806178577042,0.09200968523002422,0.0011225612357154083,0.14164648910411623,0.002806403089288521,0.29963680387409203,0.011225612357154083
pilot_holdout,0.3,all corpus scales,3244,89082,6035.5,8772.0,0.004932182490752158,5.612806178577041e-05,0.008631319358816275,0.00011225612357154082,0.016646115906288533,0.0002806403089288521,0.029593094944512947,0.0005612806178577042,0.04562268803945746,0.0011225612357154083,0.07583230579531443,0.002806403089288521,0.17755856966707767,0.011225612357154083
pilot_holdout,0.3,excl. near-duplicates,3244,89082,6033.0,8772.0,0.006165228113440197,5.612806178577041e-05,0.010480887792848335,0.00011225612357154082,0.018187422934648582,0.0002806403089288521,0.03020961775585697,0.0005612806178577042,0.0468557336621455,0.0011225612357154083,0.07644882860665844,0.002806403089288521,0.1781750924784217,0.011225612357154083
validation_prolific,0.4,all corpus scales,664,89082,7846.5,346.0,0.0,5.612806178577041e-05,0.0,0.00011225612357154082,0.0030120481927710845,0.0002806403089288521,0.009036144578313253,0.0005612806178577042,0.018072289156626505,0.0011225612357154083,0.04066265060240964,0.002806403089288521,0.125,0.011225612357154083
validation_prolific,0.4,excl. near-duplicates,664,89082,7844.5,346.0,0.0,5.612806178577041e-05,0.0,0.00011225612357154082,0.0030120481927710845,0.0002806403089288521,0.009036144578313253,0.0005612806178577042,0.018072289156626505,0.0011225612357154083,0.04066265060240964,0.002806403089288521,0.1280120481927711,0.011225612357154083
validation_prolific,0.3,all corpus scales,1334,89082,14245.0,2616.0,0.0,5.612806178577041e-05,0.0,0.00011225612357154082,0.0022488755622188904,0.0002806403089288521,0.005247376311844078,0.0005612806178577042,0.009745127436281859,0.0011225612357154083,0.021739130434782608,0.002806403089288521,0.0712143928035982,0.011225612357154083
validation_prolific,0.3,excl. near-duplicates,1334,89082,14232.0,2616.0,0.0,5.612806178577041e-05,0.0,0.00011225612357154082,0.0022488755622188904,0.0002806403089288521,0.005247376311844078,0.0005612806178577042,0.009745127436281859,0.0011225612357154083,0.021739130434782608,0.002806403089288521,0.0727136431784108,0.011225612357154083
