dataset,regime,u,f,s,draw,n_corrupted,restored_frac,n_clean,wrongly_flipped_frac,restored_frac_unmarked,n_unmarked,restored_frac_falsely_marked,n_falsely_marked,restored_frac_inverted_scale,n_inverted_scale
pilot_holdout,full,0.5,0.03,0.03,38,155,0.2709677419354839,584,0.04452054794520548,0.23846153846153847,130,0.7692307692307693,13,0.0,11
pilot_holdout,full,0.5,0.03,0.03,39,166,0.3795180722891566,573,0.029668411867364748,0.3884297520661157,121,0.8461538461538461,13,0.0,22
pilot_holdout,full,0.5,0.03,0.03,40,156,0.47435897435897434,583,0.025728987993138937,0.3884297520661157,121,0.8571428571428571,14,0.5,12
pilot_holdout,full,0.5,0.03,0.03,41,157,0.4140127388535032,582,0.027491408934707903,0.3333333333333333,120,0.5714285714285714,14,0.5384615384615384,13
pilot_holdout,full,0.5,0.03,0.03,42,174,0.39655172413793105,565,0.019469026548672566,0.4,120,0.5,14,0.16666666666666666,30
pilot_holdout,full,0.5,0.03,0.03,43,162,0.2777777777777778,577,0.06412478336221837,0.2558139534883721,129,0.8461538461538461,13,0.0,18
pilot_holdout,full,0.5,0.03,0.03,44,157,0.445859872611465,582,0.03264604810996564,0.4098360655737705,122,0.6428571428571429,14,0.23076923076923078,13
pilot_holdout,full,0.5,0.03,0.03,45,160,0.3875,579,0.025906735751295335,0.3858267716535433,127,0.7857142857142857,14,0.0625,16
pilot_holdout,full,0.5,0.03,0.03,46,160,0.29375,579,0.031088082901554404,0.29365079365079366,126,0.6428571428571429,14,0.0,16
pilot_holdout,full,0.5,0.03,0.03,47,168,0.24404761904761904,571,0.03852889667250438,0.26229508196721313,122,0.46153846153846156,13,0.0,24
pilot_holdout,full,0.5,0.03,0.03,48,155,0.3419354838709677,584,0.03595890410958904,0.3230769230769231,130,0.7857142857142857,14,0.0,11
pilot_holdout,full,0.5,0.03,0.03,49,160,0.3125,579,0.037996545768566495,0.3253968253968254,126,0.5714285714285714,14,0.0,16
pilot_holdout,full,0.75,0.03,0.03,0,222,0.13513513513513514,517,0.05029013539651837,0.10256410256410256,195,0.7142857142857143,14,0.0,12
pilot_holdout,full,0.75,0.03,0.03,1,219,0.228310502283105,520,0.051923076923076926,0.18652849740932642,193,0.7857142857142857,14,0.0,9
pilot_holdout,full,0.75,0.03,0.03,2,228,0.18859649122807018,511,0.050880626223091974,0.14893617021276595,188,0.5,14,0.0,18
pilot_holdout,full,0.75,0.03,0.03,3,219,0.182648401826484,520,0.057692307692307696,0.15025906735751296,193,0.5714285714285714,14,0.0,9
pilot_holdout,full,0.75,0.03,0.03,4,220,0.19545454545454546,519,0.025048169556840076,0.16326530612244897,196,0.7857142857142857,14,0.0,10
pilot_holdout,full,0.75,0.03,0.03,5,229,0.2052401746724891,510,0.052941176470588235,0.1518324607329843,191,0.8571428571428571,14,0.05263157894736842,19
pilot_holdout,full,0.75,0.03,0.03,6,219,0.1461187214611872,520,0.046153846153846156,0.12435233160621761,193,0.35714285714285715,14,0.0,9
pilot_holdout,full,0.75,0.03,0.03,7,243,0.20987654320987653,496,0.04032258064516129,0.20105820105820105,189,0.6923076923076923,13,0.0,33
pilot_holdout,full,0.75,0.03,0.03,8,219,0.2328767123287671,520,0.03653846153846154,0.11956521739130435,184,0.8571428571428571,14,0.5555555555555556,9
pilot_holdout,full,0.75,0.03,0.03,9,233,0.15879828326180256,506,0.04940711462450593,0.12021857923497267,183,0.5833333333333334,12,0.08695652173913043,23
pilot_holdout,full,0.75,0.03,0.03,10,221,0.21266968325791855,518,0.04054054054054054,0.14893617021276595,188,0.7857142857142857,14,0.0,11
pilot_holdout,full,0.75,0.03,0.03,11,220,0.22727272727272727,519,0.03275529865125241,0.15217391304347827,184,0.5,14,0.3,10
pilot_holdout,full,0.75,0.03,0.03,12,222,0.18468468468468469,517,0.05415860735009671,0.15508021390374332,187,0.2857142857142857,14,0.0,12
pilot_holdout,full,0.75,0.03,0.03,13,223,0.14798206278026907,516,0.04844961240310078,0.10526315789473684,190,0.5,14,0.0,13
pilot_holdout,full,0.75,0.03,0.03,14,222,0.17117117117117117,517,0.059961315280464215,0.13157894736842105,190,0.42857142857142855,14,0.08333333333333333,12
pilot_holdout,full,0.75,0.03,0.03,15,219,0.2191780821917808,520,0.03461538461538462,0.15508021390374332,187,0.6428571428571429,14,0.1111111111111111,9
pilot_holdout,full,0.75,0.03,0.03,16,222,0.24774774774774774,517,0.03868471953578337,0.22448979591836735,196,0.7857142857142857,14,0.0,12
pilot_holdout,full,0.75,0.03,0.03,17,229,0.2314410480349345,510,0.045098039215686274,0.16393442622950818,183,0.5,14,0.21052631578947367,19
pilot_holdout,full,0.75,0.03,0.03,18,213,0.2535211267605634,526,0.045627376425855515,0.20526315789473684,190,0.6428571428571429,14,0.0,3
pilot_holdout,full,0.75,0.03,0.03,19,218,0.1743119266055046,521,0.0345489443378119,0.13541666666666666,192,0.5714285714285714,14,0.0,8
pilot_holdout,full,0.75,0.03,0.03,20,217,0.1889400921658986,522,0.0421455938697318,0.15025906735751296,193,0.7142857142857143,14,0.0,7
pilot_holdout,full,0.75,0.03,0.03,21,221,0.14479638009049775,518,0.032818532818532815,0.1134020618556701,194,0.6428571428571429,14,0.0,11
pilot_holdout,full,0.75,0.03,0.03,22,217,0.1152073732718894,522,0.04789272030651341,0.08290155440414508,193,0.42857142857142855,14,0.0,7
pilot_holdout,full,0.75,0.03,0.03,23,219,0.1643835616438356,520,0.07884615384615384,0.13989637305699482,193,0.4166666666666667,12,0.0,9
pilot_holdout,full,0.75,0.03,0.03,24,242,0.10330578512396695,497,0.04426559356136821,0.06951871657754011,187,0.6428571428571429,14,0.0625,32
pilot_holdout,full,0.75,0.03,0.03,25,221,0.17194570135746606,518,0.03667953667953668,0.12105263157894737,190,0.6923076923076923,13,0.0,11
pilot_holdout,full,0.75,0.03,0.03,26,222,0.21621621621621623,517,0.0367504835589942,0.19487179487179487,195,0.6428571428571429,14,0.0,12
pilot_holdout,full,0.75,0.03,0.03,27,234,0.19230769230769232,505,0.033663366336633666,0.16230366492146597,191,0.7857142857142857,14,0.0,24
pilot_holdout,full,0.75,0.03,0.03,28,223,0.18385650224215247,516,0.04844961240310078,0.13227513227513227,189,0.6923076923076923,13,0.0,13
pilot_holdout,full,0.75,0.03,0.03,29,226,0.18141592920353983,513,0.04483430799220273,0.16753926701570682,191,0.5714285714285714,14,0.0,16
pilot_holdout,full,0.75,0.03,0.03,30,219,0.1643835616438356,520,0.05,0.12435233160621761,193,0.6428571428571429,14,0.0,9
pilot_holdout,full,0.75,0.03,0.03,31,226,0.18141592920353983,513,0.03898635477582846,0.14659685863874344,191,0.5714285714285714,14,0.0,16
pilot_holdout,full,0.75,0.03,0.03,32,221,0.13574660633484162,518,0.04826254826254826,0.09743589743589744,195,0.7142857142857143,14,0.0,11
pilot_holdout,full,0.75,0.03,0.03,33,222,0.15765765765765766,517,0.05609284332688588,0.11855670103092783,194,0.7142857142857143,14,0.0,12
pilot_holdout,full,0.75,0.03,0.03,34,225,0.16444444444444445,514,0.03696498054474708,0.1256544502617801,191,0.8571428571428571,14,0.0,15
pilot_holdout,full,0.75,0.03,0.03,35,219,0.1780821917808219,520,0.05,0.13471502590673576,193,0.75,12,0.0,9
pilot_holdout,full,0.75,0.03,0.03,36,223,0.24663677130044842,516,0.03875968992248062,0.16759776536312848,179,0.6428571428571429,14,0.23076923076923078,13
pilot_holdout,full,0.75,0.03,0.03,37,231,0.22510822510822512,508,0.04133858267716536,0.15846994535519127,183,0.5,14,0.14285714285714285,21
pilot_holdout,full,0.75,0.03,0.03,38,222,0.24774774774774774,517,0.04642166344294004,0.1783783783783784,185,0.5714285714285714,14,0.25,12
pilot_holdout,full,0.75,0.03,0.03,39,227,0.12334801762114538,512,0.044921875,0.10204081632653061,196,0.6153846153846154,13,0.0,17
pilot_holdout,full,0.75,0.03,0.03,40,223,0.13452914798206278,516,0.04263565891472868,0.10714285714285714,196,0.6428571428571429,14,0.0,13
pilot_holdout,full,0.75,0.03,0.03,41,224,0.12946428571428573,515,0.04466019417475728,0.11282051282051282,195,0.46153846153846156,13,0.0,14
pilot_holdout,full,0.75,0.03,0.03,42,237,0.14767932489451477,502,0.04780876494023904,0.12371134020618557,194,0.7857142857142857,14,0.0,27
pilot_holdout,full,0.75,0.03,0.03,43,226,0.1415929203539823,513,0.03508771929824561,0.1076923076923077,195,0.7692307692307693,13,0.0,16
pilot_holdout,full,0.75,0.03,0.03,44,233,0.1888412017167382,506,0.03557312252964427,0.13978494623655913,186,0.6923076923076923,13,0.08695652173913043,23
pilot_holdout,full,0.75,0.03,0.03,45,219,0.1872146118721461,520,0.03653846153846154,0.11578947368421053,190,0.9230769230769231,13,0.0,9
pilot_holdout,full,0.75,0.03,0.03,46,222,0.18468468468468469,517,0.048355899419729204,0.13157894736842105,190,0.7142857142857143,14,0.08333333333333333,12
pilot_holdout,full,0.75,0.03,0.03,47,228,0.21052631578947367,511,0.04892367906066536,0.15789473684210525,190,0.7857142857142857,14,0.05555555555555555,18
pilot_holdout,full,0.75,0.03,0.03,48,223,0.16591928251121077,516,0.0562015503875969,0.1164021164021164,189,0.5714285714285714,14,0.0,13
pilot_holdout,full,0.75,0.03,0.03,49,219,0.2237442922374429,520,0.04230769230769231,0.18652849740932642,193,0.7142857142857143,14,0.0,9
pilot_holdout,full,1.0,0.03,0.03,0,297,0.07407407407407407,442,0.0,0.01652892561983471,242,0.5,14,0.0,22
pilot_holdout,full,1.0,0.03,0.03,1,294,0.11564625850340136,445,0.0,0.04838709677419355,248,0.6428571428571429,14,0.0,19
pilot_holdout,full,1.0,0.03,0.03,2,298,0.12416107382550336,441,0.0,0.04918032786885246,244,0.7,10,0.0,23
pilot_holdout,full,1.0,0.03,0.03,3,284,0.07042253521126761,455,0.0,0.04263565891472868,258,0.5,14,0.0,9
pilot_holdout,full,1.0,0.03,0.03,4,280,0.08214285714285714,459,0.0,0.046875,256,0.42857142857142855,14,0.0,5
pilot_holdout,full,1.0,0.03,0.03,5,283,0.07773851590106007,456,0.0,0.04633204633204633,259,0.6153846153846154,13,0.0,8
pilot_holdout,full,1.0,0.03,0.03,6,279,0.1111111111111111,460,0.0,0.04780876494023904,251,0.6428571428571429,14,0.0,4
pilot_holdout,full,1.0,0.03,0.03,7,283,0.11307420494699646,456,0.0,0.04838709677419355,248,0.5,14,0.0,8
pilot_holdout,full,1.0,0.03,0.03,8,297,0.12457912457912458,442,0.004524886877828055,0.04938271604938271,243,0.5,14,0.0,22
pilot_holdout,full,1.0,0.03,0.03,9,298,0.09731543624161074,441,0.0,0.047619047619047616,252,0.5714285714285714,14,0.0,23
pilot_holdout,full,1.0,0.03,0.03,10,282,0.09574468085106383,457,0.0,0.04669260700389105,257,0.7857142857142857,14,0.0,7
pilot_holdout,full,1.0,0.03,0.03,11,284,0.08098591549295775,455,0.002197802197802198,0.04669260700389105,257,0.5384615384615384,13,0.0,9
pilot_holdout,full,1.0,0.03,0.03,12,295,0.08813559322033898,444,0.0,0.04633204633204633,259,0.8571428571428571,14,0.0,20
pilot_holdout,full,1.0,0.03,0.03,13,281,0.099644128113879,458,0.002183406113537118,0.047058823529411764,255,0.7142857142857143,14,0.0,6
pilot_holdout,full,1.0,0.03,0.03,14,286,0.1048951048951049,453,0.0,0.04780876494023904,251,0.5714285714285714,14,0.0,11
pilot_holdout,full,1.0,0.03,0.03,15,280,0.10714285714285714,459,0.002178649237472767,0.047244094488188976,254,0.7857142857142857,14,0.0,5
pilot_holdout,full,1.0,0.03,0.03,16,293,0.11262798634812286,446,0.0,0.04838709677419355,248,0.6153846153846154,13,0.0,18
pilot_holdout,full,1.0,0.03,0.03,17,294,0.06802721088435375,445,0.0022471910112359553,0.04597701149425287,261,0.7272727272727273,11,0.0,19
pilot_holdout,full,1.0,0.03,0.03,18,296,0.14189189189189189,443,0.0,0.0502092050209205,239,0.5714285714285714,14,0.0,21
pilot_holdout,full,1.0,0.03,0.03,19,282,0.0851063829787234,457,0.0,0.046875,256,0.5,14,0.0,7
pilot_holdout,full,1.0,0.03,0.03,20,298,0.13758389261744966,441,0.0,0.04979253112033195,241,0.6428571428571429,14,0.0,23
pilot_holdout,full,1.0,0.03,0.03,21,283,0.09540636042402827,456,0.0021929824561403508,0.047244094488188976,254,0.5714285714285714,14,0.0,8
pilot_holdout,full,1.0,0.03,0.03,22,281,0.08896797153024912,458,0.006550218340611353,0.04669260700389105,257,0.6428571428571429,14,0.0,6
pilot_holdout,full,1.0,0.03,0.03,23,279,0.12544802867383512,460,0.0,0.04918032786885246,244,0.42857142857142855,14,0.0,4
pilot_holdout,full,1.0,0.03,0.03,24,282,0.09574468085106383,457,0.0,0.04669260700389105,257,0.7857142857142857,14,0.0,7
pilot_holdout,full,1.0,0.03,0.03,25,287,0.0627177700348432,452,0.0,0.04633204633204633,259,0.2857142857142857,14,0.0,12
pilot_holdout,full,1.0,0.03,0.03,26,294,0.10884353741496598,445,0.0,0.048,250,0.6428571428571429,14,0.0,19
pilot_holdout,full,1.0,0.03,0.03,27,279,0.1111111111111111,460,0.0,0.04780876494023904,251,0.6428571428571429,14,0.0,4
pilot_holdout,full,1.0,0.03,0.03,28,279,0.08960573476702509,460,0.0,0.046875,256,0.6153846153846154,13,0.0,4
pilot_holdout,full,1.0,0.03,0.03,29,290,0.11379310344827587,449,0.0,0.04838709677419355,248,0.46153846153846156,13,0.06666666666666667,15
pilot_holdout,full,1.0,0.03,0.03,30,283,0.09187279151943463,456,0.0,0.04669260700389105,257,0.7142857142857143,14,0.0,8
pilot_holdout,full,1.0,0.03,0.03,31,286,0.08391608391608392,453,0.011037527593818985,0.04743083003952569,253,0.2857142857142857,14,0.0,11
pilot_holdout,full,1.0,0.03,0.03,32,291,0.13058419243986255,448,0.0,0.04897959183673469,245,0.7142857142857143,14,0.0,16
pilot_holdout,full,1.0,0.03,0.03,33,292,0.07534246575342465,447,0.0,0.04633204633204633,259,0.6153846153846154,13,0.0,17
pilot_holdout,full,1.0,0.03,0.03,34,286,0.13636363636363635,453,0.0,0.04918032786885246,244,0.6363636363636364,11,0.0,11
pilot_holdout,full,1.0,0.03,0.03,35,282,0.09219858156028368,457,0.0,0.046875,256,0.6428571428571429,14,0.0,7
pilot_holdout,full,1.0,0.03,0.03,36,286,0.10139860139860139,453,0.0,0.047619047619047616,252,0.6153846153846154,13,0.0,11
pilot_holdout,full,1.0,0.03,0.03,37,282,0.09219858156028368,457,0.0,0.046875,256,0.6428571428571429,14,0.0,7
pilot_holdout,full,1.0,0.03,0.03,38,282,0.09574468085106383,457,0.0,0.04669260700389105,257,0.7857142857142857,14,0.0,7
pilot_holdout,full,1.0,0.03,0.03,39,296,0.060810810810810814,443,0.009029345372460496,0.04597701149425287,261,0.42857142857142855,14,0.0,21
pilot_holdout,full,1.0,0.03,0.03,40,287,0.08362369337979095,452,0.004424778761061947,0.04743083003952569,253,0.2857142857142857,14,0.0,12
pilot_holdout,full,1.0,0.03,0.03,41,277,0.10469314079422383,462,0.0,0.04743083003952569,253,0.6428571428571429,14,0.0,2
pilot_holdout,full,1.0,0.03,0.03,42,290,0.1103448275862069,449,0.0,0.04838709677419355,248,0.5,14,0.0,15
pilot_holdout,full,1.0,0.03,0.03,43,287,0.07317073170731707,452,0.0,0.046153846153846156,260,0.5714285714285714,14,0.0,12
pilot_holdout,full,1.0,0.03,0.03,44,279,0.1039426523297491,460,0.008695652173913044,0.047244094488188976,254,0.7142857142857143,14,0.0,4
pilot_holdout,full,1.0,0.03,0.03,45,287,0.08013937282229965,452,0.00663716814159292,0.04633204633204633,259,0.6428571428571429,14,0.0,12
pilot_holdout,full,1.0,0.03,0.03,46,288,0.10416666666666667,451,0.0,0.04743083003952569,253,0.7142857142857143,14,0.0,13
pilot_holdout,full,1.0,0.03,0.03,47,291,0.06529209621993128,448,0.002232142857142857,0.04633204633204633,259,0.4166666666666667,12,0.0,16
pilot_holdout,full,1.0,0.03,0.03,48,291,0.12714776632302405,448,0.0,0.04878048780487805,246,0.7142857142857143,14,0.0,16
pilot_holdout,full,1.0,0.03,0.03,49,284,0.09154929577464789,455,0.0,0.046875,256,0.6428571428571429,14,0.0,9
pilot_holdout,missing_only,0.0,0.0,0.0,0,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,1,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,2,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,3,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,4,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,5,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,6,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,7,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,8,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,9,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,10,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,11,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,12,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,13,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,14,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,15,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,16,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,17,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,18,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,19,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,20,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,21,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,22,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,23,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,24,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,25,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,26,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,27,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,28,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,29,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,30,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,31,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,32,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,33,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,34,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,35,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,36,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,37,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,38,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,39,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,40,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,41,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,42,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,43,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,44,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,45,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,46,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,47,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,48,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.0,0.0,0.0,49,0,,739,0.017591339648173207,,0,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,0,26,0.6153846153846154,713,0.0182328190743338,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,1,26,0.5384615384615384,713,0.016830294530154277,0.5384615384615384,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,2,26,0.7307692307692307,713,0.0182328190743338,0.7307692307692307,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,3,26,0.6153846153846154,713,0.016830294530154277,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,4,26,0.6153846153846154,713,0.0182328190743338,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,5,26,0.5769230769230769,713,0.016830294530154277,0.5769230769230769,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,6,26,0.5769230769230769,713,0.016830294530154277,0.5769230769230769,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,7,26,0.6153846153846154,713,0.016830294530154277,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,8,26,0.6538461538461539,713,0.021037868162692847,0.6538461538461539,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,9,26,0.6153846153846154,713,0.0182328190743338,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,10,26,0.7307692307692307,713,0.019635343618513323,0.7307692307692307,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,11,26,0.5384615384615384,713,0.0182328190743338,0.5384615384615384,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,12,26,0.46153846153846156,713,0.0182328190743338,0.46153846153846156,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,13,26,0.7307692307692307,713,0.0182328190743338,0.7307692307692307,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,14,26,0.5,713,0.021037868162692847,0.5,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,15,26,0.6923076923076923,713,0.016830294530154277,0.6923076923076923,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,16,26,0.8076923076923077,713,0.0182328190743338,0.8076923076923077,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,17,26,0.6538461538461539,713,0.019635343618513323,0.6538461538461539,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,18,26,0.5384615384615384,713,0.016830294530154277,0.5384615384615384,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,19,26,0.46153846153846156,713,0.0182328190743338,0.46153846153846156,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,20,26,0.6153846153846154,713,0.016830294530154277,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,21,26,0.6153846153846154,713,0.021037868162692847,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,22,26,0.6538461538461539,713,0.0182328190743338,0.6538461538461539,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,23,26,0.6538461538461539,713,0.0182328190743338,0.6538461538461539,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,24,26,0.5769230769230769,713,0.016830294530154277,0.5769230769230769,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,25,26,0.7307692307692307,713,0.021037868162692847,0.7307692307692307,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,26,26,0.5769230769230769,713,0.016830294530154277,0.5769230769230769,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,27,26,0.6923076923076923,713,0.0182328190743338,0.6923076923076923,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,28,26,0.6153846153846154,713,0.016830294530154277,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,29,26,0.8076923076923077,713,0.0182328190743338,0.8076923076923077,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,30,26,0.6923076923076923,713,0.016830294530154277,0.6923076923076923,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,31,26,0.5,713,0.016830294530154277,0.5,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,32,26,0.6153846153846154,713,0.019635343618513323,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,33,26,0.6153846153846154,713,0.019635343618513323,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,34,26,0.6153846153846154,713,0.0182328190743338,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,35,26,0.6153846153846154,713,0.016830294530154277,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,36,26,0.6538461538461539,713,0.0182328190743338,0.6538461538461539,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,37,26,0.6153846153846154,713,0.0182328190743338,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,38,26,0.6153846153846154,713,0.016830294530154277,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,39,26,0.6923076923076923,713,0.0182328190743338,0.6923076923076923,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,40,26,0.5384615384615384,713,0.0182328190743338,0.5384615384615384,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,41,26,0.5,713,0.016830294530154277,0.5,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,42,26,0.6538461538461539,713,0.0182328190743338,0.6538461538461539,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,43,26,0.5769230769230769,713,0.0182328190743338,0.5769230769230769,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,44,26,0.6153846153846154,713,0.0182328190743338,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,45,26,0.5384615384615384,713,0.015427769985974754,0.5384615384615384,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,46,26,0.7692307692307693,713,0.0182328190743338,0.7692307692307693,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,47,26,0.6153846153846154,713,0.0182328190743338,0.6153846153846154,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,48,26,0.5384615384615384,713,0.016830294530154277,0.5384615384615384,26,,0,,0
pilot_holdout,missing_only,0.1,0.0,0.0,49,26,0.46153846153846156,713,0.016830294530154277,0.46153846153846156,26,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,0,65,0.6307692307692307,674,0.01483679525222552,0.6307692307692307,65,,0,,0
