dataset,regime,u,f,s,draw,n_corrupted,restored_frac,n_clean,wrongly_flipped_frac,restored_frac_unmarked,n_unmarked,restored_frac_falsely_marked,n_falsely_marked,restored_frac_inverted_scale,n_inverted_scale
pilot_holdout,missing_only,0.25,0.0,0.0,1,65,0.5692307692307692,674,0.019287833827893175,0.5692307692307692,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,2,65,0.6,674,0.019287833827893175,0.6,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,3,65,0.49230769230769234,674,0.02225519287833828,0.49230769230769234,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,4,65,0.6307692307692307,674,0.01483679525222552,0.6307692307692307,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,5,65,0.5538461538461539,674,0.02225519287833828,0.5538461538461539,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,6,65,0.6,674,0.019287833827893175,0.6,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,7,65,0.6461538461538462,674,0.017804154302670624,0.6461538461538462,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,8,65,0.5538461538461539,674,0.02373887240356083,0.5538461538461539,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,9,65,0.676923076923077,674,0.02225519287833828,0.676923076923077,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,10,65,0.6461538461538462,674,0.02373887240356083,0.6461538461538462,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,11,65,0.6461538461538462,674,0.020771513353115726,0.6461538461538462,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,12,65,0.6153846153846154,674,0.02225519287833828,0.6153846153846154,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,13,65,0.47692307692307695,674,0.025222551928783383,0.47692307692307695,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,14,65,0.46153846153846156,674,0.025222551928783383,0.46153846153846156,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,15,65,0.5538461538461539,674,0.02967359050445104,0.5538461538461539,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,16,65,0.5538461538461539,674,0.017804154302670624,0.5538461538461539,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,17,65,0.5846153846153846,674,0.02225519287833828,0.5846153846153846,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,18,65,0.35384615384615387,674,0.020771513353115726,0.35384615384615387,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,19,65,0.6,674,0.01483679525222552,0.6,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,20,65,0.5230769230769231,674,0.019287833827893175,0.5230769230769231,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,21,65,0.5384615384615384,674,0.028189910979228485,0.5384615384615384,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,22,65,0.6307692307692307,674,0.016320474777448073,0.6307692307692307,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,23,65,0.5384615384615384,674,0.017804154302670624,0.5384615384615384,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,24,65,0.5846153846153846,674,0.016320474777448073,0.5846153846153846,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,25,65,0.4461538461538462,674,0.020771513353115726,0.4461538461538462,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,26,65,0.5076923076923077,674,0.020771513353115726,0.5076923076923077,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,27,65,0.6307692307692307,674,0.016320474777448073,0.6307692307692307,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,28,65,0.5076923076923077,674,0.02225519287833828,0.5076923076923077,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,29,65,0.5538461538461539,674,0.02373887240356083,0.5538461538461539,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,30,65,0.5846153846153846,674,0.02967359050445104,0.5846153846153846,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,31,65,0.5230769230769231,674,0.025222551928783383,0.5230769230769231,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,32,65,0.4461538461538462,674,0.01483679525222552,0.4461538461538462,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,33,65,0.5384615384615384,674,0.017804154302670624,0.5384615384615384,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,34,65,0.6615384615384615,674,0.025222551928783383,0.6615384615384615,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,35,65,0.5076923076923077,674,0.016320474777448073,0.5076923076923077,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,36,65,0.5076923076923077,674,0.016320474777448073,0.5076923076923077,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,37,65,0.5538461538461539,674,0.01483679525222552,0.5538461538461539,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,38,65,0.6153846153846154,674,0.016320474777448073,0.6153846153846154,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,39,65,0.6461538461538462,674,0.017804154302670624,0.6461538461538462,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,40,65,0.5846153846153846,674,0.020771513353115726,0.5846153846153846,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,41,65,0.5538461538461539,674,0.013353115727002967,0.5538461538461539,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,42,65,0.5538461538461539,674,0.020771513353115726,0.5538461538461539,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,43,65,0.5692307692307692,674,0.026706231454005934,0.5692307692307692,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,44,65,0.35384615384615387,674,0.016320474777448073,0.35384615384615387,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,45,65,0.5692307692307692,674,0.02225519287833828,0.5692307692307692,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,46,65,0.6,674,0.02225519287833828,0.6,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,47,65,0.5230769230769231,674,0.020771513353115726,0.5230769230769231,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,48,65,0.47692307692307695,674,0.02225519287833828,0.47692307692307695,65,,0,,0
pilot_holdout,missing_only,0.25,0.0,0.0,49,65,0.5538461538461539,674,0.019287833827893175,0.5538461538461539,65,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,0,130,0.34615384615384615,609,0.05090311986863711,0.34615384615384615,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,1,130,0.45384615384615384,609,0.027914614121510674,0.45384615384615384,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,2,130,0.2153846153846154,609,0.041050903119868636,0.2153846153846154,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,3,130,0.34615384615384615,609,0.0361247947454844,0.34615384615384615,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,4,130,0.3230769230769231,609,0.029556650246305417,0.3230769230769231,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,5,130,0.3769230769230769,609,0.042692939244663386,0.3769230769230769,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,6,130,0.36923076923076925,609,0.041050903119868636,0.36923076923076925,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,7,130,0.4230769230769231,609,0.024630541871921183,0.4230769230769231,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,8,130,0.2153846153846154,609,0.041050903119868636,0.2153846153846154,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,9,130,0.3230769230769231,609,0.04926108374384237,0.3230769230769231,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,10,130,0.33076923076923076,609,0.04926108374384237,0.33076923076923076,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,11,130,0.35384615384615387,609,0.026272577996715927,0.35384615384615387,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,12,130,0.35384615384615387,609,0.022988505747126436,0.35384615384615387,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,13,130,0.38461538461538464,609,0.027914614121510674,0.38461538461538464,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,14,130,0.34615384615384615,609,0.024630541871921183,0.34615384615384615,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,15,130,0.3384615384615385,609,0.026272577996715927,0.3384615384615385,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,16,130,0.34615384615384615,609,0.031198686371100164,0.34615384615384615,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,17,130,0.3076923076923077,609,0.04433497536945813,0.3076923076923077,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,18,130,0.3923076923076923,609,0.024630541871921183,0.3923076923076923,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,19,130,0.33076923076923076,609,0.019704433497536946,0.33076923076923076,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,20,130,0.3230769230769231,609,0.04597701149425287,0.3230769230769231,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,21,130,0.35384615384615387,609,0.03284072249589491,0.35384615384615387,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,22,130,0.33076923076923076,609,0.042692939244663386,0.33076923076923076,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,23,130,0.4076923076923077,609,0.021346469622331693,0.4076923076923077,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,24,130,0.34615384615384615,609,0.0361247947454844,0.34615384615384615,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,25,130,0.2846153846153846,609,0.054187192118226604,0.2846153846153846,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,26,130,0.4076923076923077,609,0.03940886699507389,0.4076923076923077,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,27,130,0.3384615384615385,609,0.0361247947454844,0.3384615384615385,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,28,130,0.3153846153846154,609,0.03284072249589491,0.3153846153846154,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,29,130,0.3153846153846154,609,0.041050903119868636,0.3153846153846154,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,30,130,0.3384615384615385,609,0.03940886699507389,0.3384615384615385,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,31,130,0.3230769230769231,609,0.03776683087027915,0.3230769230769231,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,32,130,0.4,609,0.016420361247947456,0.4,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,33,130,0.3384615384615385,609,0.029556650246305417,0.3384615384615385,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,34,130,0.33076923076923076,609,0.03284072249589491,0.33076923076923076,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,35,130,0.3923076923076923,609,0.021346469622331693,0.3923076923076923,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,36,130,0.36923076923076925,609,0.027914614121510674,0.36923076923076925,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,37,130,0.38461538461538464,609,0.0361247947454844,0.38461538461538464,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,38,130,0.4153846153846154,609,0.03284072249589491,0.4153846153846154,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,39,130,0.3384615384615385,609,0.0361247947454844,0.3384615384615385,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,40,130,0.3230769230769231,609,0.0361247947454844,0.3230769230769231,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,41,130,0.2846153846153846,609,0.034482758620689655,0.2846153846153846,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,42,130,0.3230769230769231,609,0.03940886699507389,0.3230769230769231,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,43,130,0.3769230769230769,609,0.031198686371100164,0.3769230769230769,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,44,130,0.38461538461538464,609,0.031198686371100164,0.38461538461538464,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,45,130,0.2846153846153846,609,0.041050903119868636,0.2846153846153846,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,46,130,0.4076923076923077,609,0.027914614121510674,0.4076923076923077,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,47,130,0.3769230769230769,609,0.024630541871921183,0.3769230769230769,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,48,130,0.23076923076923078,609,0.042692939244663386,0.23076923076923078,130,,0,,0
pilot_holdout,missing_only,0.5,0.0,0.0,49,130,0.3384615384615385,609,0.0361247947454844,0.3384615384615385,130,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,0,196,0.1836734693877551,543,0.049723756906077346,0.1836734693877551,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,1,196,0.11224489795918367,543,0.04604051565377532,0.11224489795918367,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,2,196,0.14795918367346939,543,0.04419889502762431,0.14795918367346939,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,3,196,0.09693877551020408,543,0.0423572744014733,0.09693877551020408,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,4,196,0.1836734693877551,543,0.03314917127071823,0.1836734693877551,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,5,196,0.11224489795918367,543,0.04419889502762431,0.11224489795918367,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,6,196,0.14285714285714285,543,0.04419889502762431,0.14285714285714285,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,7,196,0.17857142857142858,543,0.04419889502762431,0.17857142857142858,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,8,196,0.11734693877551021,543,0.040515653775322284,0.11734693877551021,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,9,196,0.15306122448979592,543,0.0423572744014733,0.15306122448979592,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,10,196,0.15816326530612246,543,0.03867403314917127,0.15816326530612246,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,11,196,0.15816326530612246,543,0.03867403314917127,0.15816326530612246,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,12,196,0.10714285714285714,543,0.05156537753222836,0.10714285714285714,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,13,196,0.12755102040816327,543,0.040515653775322284,0.12755102040816327,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,14,196,0.14795918367346939,543,0.04604051565377532,0.14795918367346939,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,15,196,0.1836734693877551,543,0.03683241252302026,0.1836734693877551,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,16,196,0.10204081632653061,543,0.05156537753222836,0.10204081632653061,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,17,196,0.14285714285714285,543,0.05156537753222836,0.14285714285714285,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,18,196,0.14795918367346939,543,0.03867403314917127,0.14795918367346939,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,19,196,0.22959183673469388,543,0.03130755064456722,0.22959183673469388,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,20,196,0.15306122448979592,543,0.053406998158379376,0.15306122448979592,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,21,196,0.1326530612244898,543,0.04788213627992634,0.1326530612244898,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,22,196,0.1326530612244898,543,0.0423572744014733,0.1326530612244898,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,23,196,0.16326530612244897,543,0.040515653775322284,0.16326530612244897,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,24,196,0.15306122448979592,543,0.0423572744014733,0.15306122448979592,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,25,196,0.09183673469387756,543,0.03867403314917127,0.09183673469387756,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,26,196,0.15816326530612246,543,0.040515653775322284,0.15816326530612246,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,27,196,0.11224489795918367,543,0.04788213627992634,0.11224489795918367,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,28,196,0.10204081632653061,543,0.040515653775322284,0.10204081632653061,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,29,196,0.14285714285714285,543,0.0423572744014733,0.14285714285714285,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,30,196,0.16326530612244897,543,0.04788213627992634,0.16326530612244897,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,31,196,0.14285714285714285,543,0.04419889502762431,0.14285714285714285,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,32,196,0.1836734693877551,543,0.03867403314917127,0.1836734693877551,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,33,196,0.10714285714285714,543,0.06077348066298342,0.10714285714285714,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,34,196,0.14285714285714285,543,0.03683241252302026,0.14285714285714285,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,35,196,0.12244897959183673,543,0.0423572744014733,0.12244897959183673,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,36,196,0.1326530612244898,543,0.040515653775322284,0.1326530612244898,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,37,196,0.1326530612244898,543,0.03683241252302026,0.1326530612244898,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,38,196,0.1836734693877551,543,0.040515653775322284,0.1836734693877551,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,39,196,0.15306122448979592,543,0.04419889502762431,0.15306122448979592,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,40,196,0.17346938775510204,543,0.03867403314917127,0.17346938775510204,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,41,196,0.14795918367346939,543,0.034990791896869246,0.14795918367346939,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,42,196,0.1377551020408163,543,0.0423572744014733,0.1377551020408163,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,43,196,0.14795918367346939,543,0.049723756906077346,0.14795918367346939,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,44,196,0.11224489795918367,543,0.04788213627992634,0.11224489795918367,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,45,196,0.15816326530612246,543,0.03867403314917127,0.15816326530612246,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,46,196,0.14285714285714285,543,0.049723756906077346,0.14285714285714285,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,47,196,0.15816326530612246,543,0.0423572744014733,0.15816326530612246,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,48,196,0.14285714285714285,543,0.034990791896869246,0.14285714285714285,196,,0,,0
pilot_holdout,missing_only,0.75,0.0,0.0,49,196,0.15306122448979592,543,0.03130755064456722,0.15306122448979592,196,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,0,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,1,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,2,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,3,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,4,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,5,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,6,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,7,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,8,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,9,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,10,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,11,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,12,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,13,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,14,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,15,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,16,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,17,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,18,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,19,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,20,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,21,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,22,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,23,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,24,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,25,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,26,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,27,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,28,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,29,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,30,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,31,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,32,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,33,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,34,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,35,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,36,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,37,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,38,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,39,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,40,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,41,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,42,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,43,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,44,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,45,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,46,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,47,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,48,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
pilot_holdout,missing_only,1.0,0.0,0.0,49,261,0.04597701149425287,478,0.0,0.04597701149425287,261,,0,,0
validation_prolific,full,0.0,0.03,0.03,0,26,0.2692307692307692,348,0.011494252873563218,,0,0.7777777777777778,9,0.0,17
validation_prolific,full,0.0,0.03,0.03,1,31,0.0967741935483871,343,0.008746355685131196,,0,0.375,8,0.0,22
validation_prolific,full,0.0,0.03,0.03,2,15,0.4666666666666667,359,0.011142061281337047,,0,0.7777777777777778,9,0.0,6
validation_prolific,full,0.0,0.03,0.03,3,16,0.3125,358,0.013966480446927373,,0,0.5555555555555556,9,0.0,7
validation_prolific,full,0.0,0.03,0.03,4,21,0.19047619047619047,353,0.0084985835694051,,0,0.3333333333333333,9,0.08333333333333333,12
validation_prolific,full,0.0,0.03,0.03,5,20,0.3,354,0.025423728813559324,,0,0.6666666666666666,9,0.0,11
validation_prolific,full,0.0,0.03,0.03,6,32,0.09375,342,0.011695906432748537,,0,0.375,8,0.0,23
validation_prolific,full,0.0,0.03,0.03,7,22,0.2727272727272727,352,0.008522727272727272,,0,0.5555555555555556,9,0.07692307692307693,13
validation_prolific,full,0.0,0.03,0.03,8,14,0.21428571428571427,360,0.008333333333333333,,0,0.3333333333333333,9,0.0,5
validation_prolific,full,0.0,0.03,0.03,9,18,0.4444444444444444,356,0.011235955056179775,,0,0.8888888888888888,9,0.0,9
validation_prolific,full,0.0,0.03,0.03,10,14,0.35714285714285715,360,0.025,,0,0.5555555555555556,9,0.0,5
validation_prolific,full,0.0,0.03,0.03,11,15,0.26666666666666666,359,0.025069637883008356,,0,0.4444444444444444,9,0.0,6
validation_prolific,full,0.0,0.03,0.03,12,15,0.3333333333333333,359,0.011142061281337047,,0,0.5,8,0.0,6
validation_prolific,full,0.0,0.03,0.03,13,27,0.25925925925925924,347,0.011527377521613832,,0,0.7777777777777778,9,0.0,18
validation_prolific,full,0.0,0.03,0.03,14,14,0.2857142857142857,360,0.008333333333333333,,0,0.4444444444444444,9,0.0,5
validation_prolific,full,0.0,0.03,0.03,15,16,0.4375,358,0.0111731843575419,,0,0.7777777777777778,9,0.0,7
