dataset,regime,u,f,s,draw,variant,pearson_r,mae,sign_error_rate,rho,p_at_5,p_at_10,ndcg_at_10
pilot_holdout,full,0.75,0.03,0.03,9,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,9,documented,0.31921345476636365,0.20131111270120447,0.3421542278271656,0.3414813331261114,0.5716814159292036,0.46991150442477875,0.7380643985615809
pilot_holdout,full,0.75,0.03,0.03,9,aligned,0.26910543457488306,0.207518711999492,0.35972710357659704,0.38434894082134813,0.5646017699115045,0.4884955752212389,0.7575420975828915
pilot_holdout,full,0.75,0.03,0.03,9,hyperplane_old,0.2580312210983288,0.20960200830772566,0.3584866652884019,0.3517757722164386,0.5858407079646017,0.4743362831858407,0.7543126588192479
pilot_holdout,full,0.75,0.03,0.03,10,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,10,documented,0.3388686624680761,0.20017175329207668,0.3299565846599132,0.32165613815274513,0.5539823008849557,0.463716814159292,0.7340224579606699
pilot_holdout,full,0.75,0.03,0.03,10,aligned,0.335415136852733,0.20061383336239827,0.3318172420922059,0.346486213203137,0.5663716814159292,0.4610619469026549,0.7462768536647424
pilot_holdout,full,0.75,0.03,0.03,10,hyperplane_old,0.263240652103577,0.20730161842874228,0.34876989869753977,0.36344311397491075,0.5734513274336283,0.4646017699115044,0.7483852655120038
pilot_holdout,full,0.75,0.03,0.03,11,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,11,documented,0.30545191521162335,0.2033817415373344,0.35600578871201155,0.34705541839306076,0.5415929203539824,0.46902654867256643,0.7418790321616789
pilot_holdout,full,0.75,0.03,0.03,11,aligned,0.31524120915773246,0.20280658429503107,0.35703948728550755,0.353189250547847,0.5646017699115045,0.47876106194690266,0.7494448286401381
pilot_holdout,full,0.75,0.03,0.03,11,hyperplane_old,0.26109349225562284,0.20900681777290803,0.35414513127971886,0.3533752008867891,0.5699115044247788,0.4707964601769911,0.7473628252998984
pilot_holdout,full,0.75,0.03,0.03,12,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,12,documented,0.3647975073781252,0.1957167991413198,0.3299565846599132,0.3461927385481434,0.5539823008849558,0.45486725663716815,0.726165266271751
pilot_holdout,full,0.75,0.03,0.03,12,aligned,0.28632217470683696,0.20545816709012013,0.35290469299152366,0.3395115521393424,0.5858407079646017,0.45663716814159294,0.745133439411905
pilot_holdout,full,0.75,0.03,0.03,12,hyperplane_old,0.251418772529286,0.20963464951042599,0.35683274757080835,0.361517025395437,0.5805309734513274,0.4663716814159292,0.7467367328755764
pilot_holdout,full,0.75,0.03,0.03,13,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,13,documented,0.31558192597737517,0.20362485558007182,0.35393839156501966,0.3475470547445096,0.5557522123893806,0.47168141592920354,0.7382748463408965
pilot_holdout,full,0.75,0.03,0.03,13,aligned,0.2838590235218572,0.20759383177930266,0.36138102129419064,0.34810096196228335,0.5787610619469027,0.488495575221239,0.7496942740011989
pilot_holdout,full,0.75,0.03,0.03,13,hyperplane_old,0.23952038020408176,0.21154490465693174,0.36324167872648333,0.3419200698674256,0.5734513274336283,0.46017699115044247,0.7396271442559871
pilot_holdout,full,0.75,0.03,0.03,14,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,14,documented,0.280176767032082,0.2042871549007897,0.35414513127971886,0.33894827545278394,0.5274336283185841,0.4424778761061946,0.7224213441217177
pilot_holdout,full,0.75,0.03,0.03,14,aligned,0.24898010547722427,0.2089990808277037,0.3626214595823858,0.3374907475712801,0.5539823008849558,0.4504424778761062,0.7302005228890764
pilot_holdout,full,0.75,0.03,0.03,14,hyperplane_old,0.2518151492254946,0.20980794393818297,0.3622079801529874,0.3509710906939497,0.5787610619469027,0.4690265486725664,0.7487552846143285
pilot_holdout,full,0.75,0.03,0.03,15,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,15,documented,0.337434409233768,0.2006424548273607,0.3473227206946454,0.3451245645215976,0.5274336283185841,0.45221238938053093,0.7207339266991103
pilot_holdout,full,0.75,0.03,0.03,15,aligned,0.3311232139941883,0.2023521267660493,0.35352491213562126,0.3543811778747791,0.5504424778761062,0.4619469026548672,0.7388330933636439
pilot_holdout,full,0.75,0.03,0.03,15,hyperplane_old,0.2589256467808697,0.20857594813065022,0.3551788298532148,0.3493738362650057,0.5628318584070796,0.46991150442477875,0.7469599319644324
pilot_holdout,full,0.75,0.03,0.03,16,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,16,documented,0.3155628200197391,0.2019185366253369,0.3458755426917511,0.37464234891532683,0.5823008849557522,0.4849557522123894,0.7549260305249845
pilot_holdout,full,0.75,0.03,0.03,16,aligned,0.3069595311926906,0.20335404018854558,0.3464957618358487,0.3831391652015691,0.6017699115044248,0.488495575221239,0.769159562026246
pilot_holdout,full,0.75,0.03,0.03,16,hyperplane_old,0.23036727968201218,0.21186912413119716,0.36427537729997933,0.353031783730384,0.5699115044247788,0.4725663716814159,0.749859596915126
pilot_holdout,full,0.75,0.03,0.03,17,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,17,documented,0.33320597944776237,0.2000413767913184,0.34008683068017365,0.35207978460612294,0.576991150442478,0.4814159292035398,0.7536728932978677
pilot_holdout,full,0.75,0.03,0.03,17,aligned,0.3056835263086216,0.20291047074903892,0.341534008683068,0.3583294672175209,0.5964601769911505,0.48672566371681425,0.7678559596547784
pilot_holdout,full,0.75,0.03,0.03,17,hyperplane_old,0.243068755671041,0.21170438397045827,0.3655158155881745,0.3479265828006368,0.5805309734513274,0.47168141592920343,0.7515825664839421
pilot_holdout,full,0.75,0.03,0.03,18,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,18,documented,0.35437739262342083,0.19746881241504216,0.32148025635724625,0.33279555551486023,0.5557522123893806,0.4663716814159292,0.7263822258474865
pilot_holdout,full,0.75,0.03,0.03,18,aligned,0.35850416559479753,0.19588929046877027,0.32003307835435185,0.3517835049236075,0.568141592920354,0.47345132743362833,0.7416238799355902
pilot_holdout,full,0.75,0.03,0.03,18,hyperplane_old,0.2595161520733499,0.20881469738092295,0.3578664461443043,0.34907111614529557,0.5734513274336283,0.4716814159292036,0.7536278936144688
pilot_holdout,full,0.75,0.03,0.03,19,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,19,documented,0.3353495163337654,0.19889891156057954,0.33657225553028736,0.3553673868118238,0.5486725663716814,0.4672566371681416,0.7404989789600144
pilot_holdout,full,0.75,0.03,0.03,19,aligned,0.3284302679057812,0.2001853865361359,0.3388463923919785,0.36615383860378925,0.5575221238938053,0.47345132743362833,0.7416506115380984
pilot_holdout,full,0.75,0.03,0.03,19,hyperplane_old,0.2347984661561597,0.2112977866283313,0.3657225553028737,0.3507132974205475,0.5752212389380531,0.46548672566371674,0.7465786624877531
pilot_holdout,full,0.75,0.03,0.03,20,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,20,documented,0.3022500009722026,0.20201307480317385,0.33677899524498656,0.3332117701220847,0.5858407079646017,0.4823008849557522,0.7488581642874054
pilot_holdout,full,0.75,0.03,0.03,20,aligned,0.2989165160344796,0.20367814319852703,0.3471159809799462,0.3581747036702646,0.607079646017699,0.4823008849557522,0.7594516923562848
pilot_holdout,full,0.75,0.03,0.03,20,hyperplane_old,0.2592363763024448,0.20891173363079946,0.35765970642960515,0.35559119901012315,0.5823008849557522,0.4646017699115044,0.7481875140533681
pilot_holdout,full,0.75,0.03,0.03,21,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,21,documented,0.3246251625804034,0.1995808365577369,0.3429811866859624,0.35985008212049097,0.5752212389380531,0.4752212389380532,0.7485848474319009
pilot_holdout,full,0.75,0.03,0.03,21,aligned,0.32256971786258415,0.20008652034512547,0.3454620632623527,0.376530444888699,0.607079646017699,0.5008849557522124,0.7752903070229983
pilot_holdout,full,0.75,0.03,0.03,21,hyperplane_old,0.2652150248017093,0.20761121777959227,0.3545586107091172,0.367063005662495,0.5805309734513274,0.4743362831858407,0.7573111599062783
pilot_holdout,full,0.75,0.03,0.03,22,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,22,documented,0.3073269259881235,0.20405423179890542,0.35311143270622286,0.34171616308739594,0.5327433628318584,0.46814159292035395,0.7350338582643363
pilot_holdout,full,0.75,0.03,0.03,22,aligned,0.2813151312456064,0.20735890027262815,0.36386189787058093,0.35493636935977846,0.5575221238938053,0.479646017699115,0.7443502615426898
pilot_holdout,full,0.75,0.03,0.03,22,hyperplane_old,0.24082265613060183,0.21112772524834073,0.35972710357659704,0.34889939330227776,0.568141592920354,0.46017699115044247,0.742968212867609
pilot_holdout,full,0.75,0.03,0.03,23,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,23,documented,0.28306109215729697,0.2053158762033669,0.36448211701467853,0.323661118451162,0.5504424778761062,0.46371681415929195,0.733888321901107
pilot_holdout,full,0.75,0.03,0.03,23,aligned,0.23699130416590286,0.21146768382356027,0.3868100062021914,0.3535653576505867,0.5769911504424777,0.4725663716814159,0.7469446908816653
pilot_holdout,full,0.75,0.03,0.03,23,hyperplane_old,0.2365625726455997,0.21119857080478532,0.36076080215009304,0.3496715441394291,0.5752212389380531,0.468141592920354,0.7458072626491551
pilot_holdout,full,0.75,0.03,0.03,24,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,24,documented,0.24010191965735028,0.20968356998328577,0.3669629935910688,0.3473205539282198,0.5557522123893806,0.47079646017699117,0.744132724137177
pilot_holdout,full,0.75,0.03,0.03,24,aligned,0.21796793349360263,0.21229209281248784,0.3715112673144511,0.3589245910675902,0.5876106194690266,0.4823008849557522,0.7570543568566659
pilot_holdout,full,0.75,0.03,0.03,24,hyperplane_old,0.23257076219699466,0.21166194105825117,0.36344841844118253,0.340886509603745,0.5575221238938053,0.46017699115044247,0.7440481099892119
pilot_holdout,full,0.75,0.03,0.03,25,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,25,documented,0.29210501607798955,0.2045290081569879,0.3452553235476535,0.32353666036630024,0.5380530973451327,0.4530973451327434,0.7374754909586266
pilot_holdout,full,0.75,0.03,0.03,25,aligned,0.2785408528853716,0.20587201303627964,0.3429811866859624,0.3265450312725525,0.5681415929203539,0.46017699115044247,0.7449368573509083
pilot_holdout,full,0.75,0.03,0.03,25,hyperplane_old,0.2688815801394561,0.20813499271324645,0.35290469299152366,0.34883005400118733,0.5876106194690266,0.4707964601769911,0.7549224053226435
pilot_holdout,full,0.75,0.03,0.03,26,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,26,documented,0.31737863028197877,0.202021042600301,0.3473227206946454,0.3525531064730647,0.5610619469026549,0.4699115044247787,0.7412187642311324
pilot_holdout,full,0.75,0.03,0.03,26,aligned,0.2993735135515673,0.20375449012155872,0.35745296671490595,0.36953888656595274,0.5893805309734512,0.48407079646017703,0.7534671122384808
pilot_holdout,full,0.75,0.03,0.03,26,hyperplane_old,0.2562352265945587,0.20930475743254823,0.3582799255737027,0.3487834920022348,0.576991150442478,0.46106194690265484,0.7494359549303111
pilot_holdout,full,0.75,0.03,0.03,27,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,27,documented,0.2872966756288329,0.20330445937040842,0.3384329129625801,0.3489799339334314,0.576991150442478,0.46725663716814164,0.7334169967519913
pilot_holdout,full,0.75,0.03,0.03,27,aligned,0.2818234542356491,0.20479722704547926,0.347942939838743,0.38099508611446736,0.5964601769911505,0.4831858407079646,0.7532726009897793
pilot_holdout,full,0.75,0.03,0.03,27,hyperplane_old,0.25220472969394797,0.20834149210944164,0.355385569567914,0.3618301204904314,0.5787610619469027,0.4690265486725664,0.7494312926461474
pilot_holdout,full,0.75,0.03,0.03,28,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,28,documented,0.3526072645294457,0.1983286116696701,0.33367789952449867,0.3429276268301032,0.5327433628318584,0.43805309734513276,0.7200982321659556
pilot_holdout,full,0.75,0.03,0.03,28,aligned,0.3203474973551439,0.2024670988948127,0.34401488525945834,0.35308581080544305,0.5415929203539823,0.452212389380531,0.7397998185169996
pilot_holdout,full,0.75,0.03,0.03,28,hyperplane_old,0.25014636185763595,0.2099216546942366,0.35724622700020675,0.36020708214537017,0.584070796460177,0.4672566371681416,0.7501866061612871
pilot_holdout,full,0.75,0.03,0.03,29,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,29,documented,0.325024025352508,0.19924615464918266,0.33305768038040107,0.34669654818297857,0.5628318584070796,0.47168141592920354,0.7404682063054959
pilot_holdout,full,0.75,0.03,0.03,29,aligned,0.2956805765911506,0.202085842324439,0.342567707256564,0.3665735380582865,0.5752212389380531,0.4893805309734513,0.7649097334597715
pilot_holdout,full,0.75,0.03,0.03,29,hyperplane_old,0.23519603304173536,0.21140654892186586,0.36386189787058093,0.3423415384956062,0.5734513274336284,0.46106194690265484,0.744632297750831
pilot_holdout,full,0.75,0.03,0.03,30,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,30,documented,0.2982946453255546,0.20511317860736042,0.3663427744469713,0.3403784162705789,0.5557522123893806,0.46814159292035395,0.7405809260863413
pilot_holdout,full,0.75,0.03,0.03,30,aligned,0.25597953428686604,0.21123782303692495,0.3847426090551995,0.34471657050696763,0.584070796460177,0.4672566371681416,0.7512783656801802
pilot_holdout,full,0.75,0.03,0.03,30,hyperplane_old,0.2233480679383608,0.21300364454675708,0.37254496588794705,0.35350071647652076,0.5752212389380531,0.4690265486725664,0.7498210961471217
pilot_holdout,full,0.75,0.03,0.03,31,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,31,documented,0.28367382773534094,0.20592288302684658,0.34939011784163737,0.32462055852265154,0.5415929203539823,0.4548672566371681,0.7286108077205126
pilot_holdout,full,0.75,0.03,0.03,31,aligned,0.2623523802113527,0.2098347097932872,0.35972710357659704,0.341737128067057,0.5575221238938053,0.46814159292035395,0.7476127270780245
pilot_holdout,full,0.75,0.03,0.03,31,hyperplane_old,0.23064036510099584,0.21097457612946427,0.3584866652884019,0.3467940326522975,0.5716814159292036,0.46814159292035395,0.748375005226967
pilot_holdout,full,0.75,0.03,0.03,32,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,32,documented,0.29734892992888506,0.20360480783974796,0.3514575149886293,0.35089408069583033,0.5433628318584071,0.46991150442477875,0.7509163409768165
pilot_holdout,full,0.75,0.03,0.03,32,aligned,0.2597882078205921,0.20758712604876794,0.35641926814140995,0.3563684268325725,0.5681415929203542,0.4884955752212389,0.7525178395321865
pilot_holdout,full,0.75,0.03,0.03,32,hyperplane_old,0.248947426428394,0.21008368030132674,0.35662600785610915,0.3463954313264437,0.5699115044247787,0.4690265486725664,0.7443988266689204
pilot_holdout,full,0.75,0.03,0.03,33,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,33,documented,0.28233209556587996,0.20506400498045585,0.35249121356212526,0.338305472469028,0.5575221238938054,0.4628318584070797,0.7359477623594988
pilot_holdout,full,0.75,0.03,0.03,33,aligned,0.23069761453991758,0.21180662020087881,0.37233822617324785,0.36037626593395133,0.5911504424778761,0.48053097345132745,0.7623215572221158
pilot_holdout,full,0.75,0.03,0.03,33,hyperplane_old,0.2178132290224513,0.21273722664107866,0.36427537729997933,0.3532359570031404,0.5663716814159292,0.4690265486725663,0.7518593052054634
pilot_holdout,full,0.75,0.03,0.03,34,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,34,documented,0.290291931704744,0.2050509021338611,0.3630349390117842,0.35484009737131683,0.5380530973451327,0.4628318584070797,0.7312102968302991
pilot_holdout,full,0.75,0.03,0.03,34,aligned,0.27164299586844065,0.20667498356132738,0.3557990489973124,0.3623964541375298,0.5911504424778762,0.4769911504424779,0.7579208024731587
pilot_holdout,full,0.75,0.03,0.03,34,hyperplane_old,0.2209886527093091,0.21250807778873798,0.36448211701467853,0.345228920352588,0.5663716814159292,0.4610619469026549,0.7457183738833096
pilot_holdout,full,0.75,0.03,0.03,35,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,35,documented,0.3825348432662439,0.19589664073334498,0.32809592722762043,0.32873924972417623,0.5327433628318584,0.4654867256637169,0.7243786886891989
pilot_holdout,full,0.75,0.03,0.03,35,aligned,0.3428556338861024,0.20107845127491247,0.3431879264006616,0.34946250504201637,0.5451327433628319,0.46814159292035395,0.7367139584336274
pilot_holdout,full,0.75,0.03,0.03,35,hyperplane_old,0.2650276173758921,0.20797056516895493,0.3471159809799462,0.35134996933365636,0.5646017699115043,0.46106194690265484,0.738425854811112
pilot_holdout,full,0.75,0.03,0.03,36,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,36,documented,0.34963843056926397,0.19976572289303737,0.3518709944180277,0.35284814058880193,0.5628318584070796,0.47610619469026544,0.7418874646574628
pilot_holdout,full,0.75,0.03,0.03,36,aligned,0.32114346812411787,0.20293159780683628,0.3624147198676866,0.38221460935751506,0.5946902654867257,0.4991150442477876,0.7624206189654291
pilot_holdout,full,0.75,0.03,0.03,36,hyperplane_old,0.24516272550783533,0.2111803514527227,0.3630349390117842,0.35866396803600364,0.5805309734513274,0.47345132743362833,0.7526290725150601
pilot_holdout,full,0.75,0.03,0.03,37,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,37,documented,0.29756050899597003,0.20434688149454502,0.35269795327682446,0.3187659851169356,0.5628318584070796,0.46017699115044247,0.7531411619598168
pilot_holdout,full,0.75,0.03,0.03,37,aligned,0.28965302386900793,0.20695349236083987,0.35972710357659704,0.33239405303524705,0.5805309734513274,0.4690265486725664,0.76246271556579
pilot_holdout,full,0.75,0.03,0.03,37,hyperplane_old,0.23944288632701918,0.21062678080067662,0.36034732272069464,0.34558415938735115,0.5663716814159292,0.4548672566371681,0.7460905118915859
pilot_holdout,full,0.75,0.03,0.03,38,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,38,documented,0.3468667484572178,0.1983967711355928,0.33367789952449867,0.35049744750207606,0.5699115044247788,0.4849557522123894,0.7527571741966713
pilot_holdout,full,0.75,0.03,0.03,38,aligned,0.35164452178774064,0.19808404112033928,0.33243746123630347,0.36569800518882917,0.5946902654867257,0.484070796460177,0.7642362685878905
pilot_holdout,full,0.75,0.03,0.03,38,hyperplane_old,0.2487688560605645,0.2105299465249351,0.35993384329129624,0.357474504564328,0.5893805309734512,0.47168141592920354,0.7543565966564372
pilot_holdout,full,0.75,0.03,0.03,39,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,39,documented,0.27192681559160853,0.20528842964919675,0.3522844738474261,0.35946865018391444,0.5716814159292036,0.46991150442477875,0.746905428690316
pilot_holdout,full,0.75,0.03,0.03,39,aligned,0.2507660474262205,0.20961775637891647,0.3657225553028737,0.383118579145568,0.5982300884955751,0.47079646017699117,0.7611614961889532
pilot_holdout,full,0.75,0.03,0.03,39,hyperplane_old,0.26063672032045815,0.20820867702779033,0.35249121356212526,0.37389644212794715,0.5699115044247788,0.47345132743362833,0.7482278875135279
pilot_holdout,full,0.75,0.03,0.03,40,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,40,documented,0.3211031544205004,0.19934521337740266,0.33243746123630347,0.324401893706632,0.5451327433628319,0.44955752212389377,0.7278103110012266
pilot_holdout,full,0.75,0.03,0.03,40,aligned,0.2778215339991649,0.20445130692612057,0.34360140583005994,0.3359222249427352,0.5504424778761062,0.46017699115044247,0.7414410874211413
pilot_holdout,full,0.75,0.03,0.03,40,hyperplane_old,0.2524721812076072,0.20896763180090464,0.3551788298532148,0.3552237070554961,0.5805309734513274,0.4628318584070797,0.7513474453072803
pilot_holdout,full,0.75,0.03,0.03,41,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,41,documented,0.2667370493033562,0.20821614429609347,0.3706843084556543,0.34164955191661134,0.5451327433628319,0.4663716814159292,0.7347487836692126
pilot_holdout,full,0.75,0.03,0.03,41,aligned,0.23030383776921662,0.21274785913576555,0.38060781476121563,0.37512796840182727,0.5876106194690266,0.4734513274336283,0.7501545268884015
pilot_holdout,full,0.75,0.03,0.03,41,hyperplane_old,0.25549552919308455,0.21013854102915877,0.3593136241471987,0.3516069368132478,0.576991150442478,0.4778761061946903,0.7559723905621442
pilot_holdout,full,0.75,0.03,0.03,42,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,42,documented,0.28805737969746503,0.20574624455347262,0.3582799255737027,0.3369751783666578,0.568141592920354,0.46548672566371674,0.74211326268336
pilot_holdout,full,0.75,0.03,0.03,42,aligned,0.25510019545004536,0.21013395608116808,0.3721314864585487,0.35810257781262644,0.5752212389380531,0.4769911504424778,0.7558779334667618
pilot_holdout,full,0.75,0.03,0.03,42,hyperplane_old,0.24250166227931969,0.21051059343246672,0.36365515815588173,0.350320599657169,0.584070796460177,0.4637168141592921,0.7524384943387575
pilot_holdout,full,0.75,0.03,0.03,43,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,43,documented,0.30625258213916956,0.20208474237817692,0.3429811866859624,0.34514562765552304,0.5433628318584071,0.45221238938053104,0.7237880660052995
pilot_holdout,full,0.75,0.03,0.03,43,aligned,0.28034720408552055,0.20507519311701572,0.35001033698573497,0.3646612807508034,0.5610619469026548,0.46814159292035395,0.7384029686525356
pilot_holdout,full,0.75,0.03,0.03,43,hyperplane_old,0.26224098456358563,0.20794111592261982,0.35373165185032046,0.3537949724900916,0.5823008849557522,0.4752212389380531,0.7554934178933822
pilot_holdout,full,0.75,0.03,0.03,44,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,44,documented,0.3551107049459976,0.195231897238667,0.32375439321893734,0.354896145607745,0.5911504424778761,0.49292035398230083,0.758386944280262
pilot_holdout,full,0.75,0.03,0.03,44,aligned,0.3268506019307672,0.1995562338720292,0.3342981186685962,0.3659910699185528,0.5893805309734512,0.4858407079646017,0.7554523871343987
pilot_holdout,full,0.75,0.03,0.03,44,hyperplane_old,0.2324968490127163,0.21089123857824085,0.3591068844324995,0.351975518641231,0.5716814159292035,0.45752212389380525,0.7469578241437145
pilot_holdout,full,0.75,0.03,0.03,45,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,45,documented,0.31477441915707816,0.1999297166594162,0.33367789952449867,0.3463192678713341,0.5380530973451327,0.46548672566371674,0.7187554547816217
pilot_holdout,full,0.75,0.03,0.03,45,aligned,0.3008908071569091,0.20102308490126525,0.3349183378126938,0.3694545119846034,0.5681415929203539,0.4672566371681416,0.7338495685743729
pilot_holdout,full,0.75,0.03,0.03,45,hyperplane_old,0.2596782144715953,0.20938303827889315,0.3582799255737027,0.34912540015606347,0.5787610619469027,0.47079646017699117,0.7522834181153369
pilot_holdout,full,0.75,0.03,0.03,46,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
pilot_holdout,full,0.75,0.03,0.03,46,documented,0.32905947906286076,0.20033525046794226,0.34897663841223897,0.3591147325733912,0.576991150442478,0.463716814159292,0.747363145962677
pilot_holdout,full,0.75,0.03,0.03,46,aligned,0.3121281296340941,0.20321077571297633,0.3549720901385156,0.36589475418422185,0.5752212389380531,0.4707964601769911,0.751074233329907
pilot_holdout,full,0.75,0.03,0.03,46,hyperplane_old,0.24122738385034215,0.21065974451022704,0.3622079801529874,0.34896269927900314,0.568141592920354,0.45752212389380525,0.7428158848568819
pilot_holdout,full,0.75,0.03,0.03,47,plain,0.2325738636684525,0.21208686386230358,0.3630349390117842,0.34470204117850195,0.5663716814159292,0.4646017699115044,0.7450447444646858
